step,amount,isFraud,errorBalanceDest,errorBalanceOrig,type_encode
1.0,47913.58,0.0,99217.58,-12944.400000000001,0.3109704127602581
1.0,193605.38,0.0,443057.43,-12944.400000000001,0.3109704127602581
1.0,344464.4,0.0,466365.74374999997,-12944.400000000001,0.3109704127602581
1.0,169409.87,0.0,-100274.10999999987,-12944.400000000001,0.3109704127602581
1.0,25793.74,0.0,191241.69,-12944.400000000001,0.3109704127602581
1.0,114712.48,0.0,260112.47999999998,-12944.400000000001,0.3109704127602581
1.0,89038.75,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,1341.58,0.0,-279819.44625,-1341.58,0.3109704127602581
1.0,44443.08,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,34729.64,0.0,79485.76,-12944.400000000001,0.3109704127602581
1.0,105979.34,0.0,466365.74374999997,-12944.400000000001,0.3109704127602581
1.0,57794.61,0.0,157012.19,-12944.400000000001,0.3109704127602581
1.0,15918.79,0.0,40471.79,-12944.400000000001,0.3109704127602581
1.0,19162.08,0.0,-136520.2,-12944.400000000001,0.3109704127602581
1.0,220691.42,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,9536.54,0.0,-72050.01999999999,-9536.54,0.3109704127602581
1.0,29784.06,0.0,93337.06,-12944.400000000001,0.3109704127602581
1.0,190445.51,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,57279.11,0.0,120379.83000000002,-12944.400000000001,0.3109704127602581
1.0,112086.81,0.0,348840.25,-12944.400000000001,0.3109704127602581
1.0,80311.89,0.0,104607.66,-12944.400000000001,0.3109704127602581
1.0,151829.91,0.0,-99565.87000000011,-12944.400000000001,0.3109704127602581
1.0,26004.52,0.0,78256.1,-12944.400000000001,0.3109704127602581
1.0,3146.16,0.0,-279819.44625,-3146.16,0.3109704127602581
1.0,296752.75,0.0,466365.74374999997,-12944.400000000001,0.3109704127602581
1.0,191702.06,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,365510.05,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,202332.08,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,55105.9,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,171508.59,0.0,466365.74374999997,-12944.400000000001,0.3109704127602581
1.0,178439.26,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,88834.86,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,210370.09,0.0,466365.74374999997,-12944.400000000001,0.3109704127602581
1.0,36437.06,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,82691.56,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,338767.1,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,187728.59,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,271002.7,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,323105.08,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,10782.94,0.0,111367.94,-10782.94,0.3109704127602581
1.0,89962.11,0.0,246974.3,-12944.400000000001,0.3109704127602581
1.0,101940.14,0.0,114994.49000000002,-12944.400000000001,0.3109704127602581
1.0,163100.34,0.0,62826.230000000214,-12944.400000000001,0.3109704127602581
1.0,136030.66,0.0,272906.49,-12944.400000000001,0.3109704127602581
1.0,68912.23,0.0,208975.24999999997,-12944.400000000001,0.3109704127602581
1.0,73464.06,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,106117.28,0.0,288820.77999999997,-12944.400000000001,0.3109704127602581
1.0,503333.79,0.0,85076.29999999993,-12944.400000000001,0.3109704127602581
1.0,71991.42,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,91379.93,0.0,154206.16999999993,-12944.400000000001,0.3109704127602581
1.0,26759.05,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,128487.35,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,252908.87,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,64489.64,0.0,445917.01,-12944.400000000001,0.3109704127602581
1.0,171369.73,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,4493.29,0.0,4493.29,0.0,0.2757822963594302
1.0,12121.5,0.0,12121.5,0.0,0.2757822963594302
1.0,2278.19,0.0,2278.19,-1988.19,0.2757822963594302
1.0,7707.44,0.0,7707.44,0.0,0.2757822963594302
1.0,4013.02,0.0,4013.02,-0.010000000009313226,0.2757822963594302
1.0,5775.15,0.0,5775.15,0.0,0.2757822963594302
1.0,4843.93,0.0,4843.93,0.0,0.2757822963594302
1.0,2397.82,0.0,2397.82,0.0,0.2757822963594302
1.0,4391.44,0.0,4391.44,-4163.44,0.2757822963594302
1.0,4497.87,0.0,18133.64,0.0,0.019481310118105444
1.0,7452.89,0.0,7452.89,0.0,0.2757822963594302
1.0,3930.81,0.0,3930.81,0.0,0.2757822963594302
1.0,71532.24,0.0,49360.04999999999,-12944.400000000001,0.3109704127602581
1.0,61159.51,0.0,349980.29,-12944.400000000001,0.3109704127602581
1.0,12401.9,0.0,362164.9,-12401.9,0.3109704127602581
1.0,32702.61,0.0,254285.83,-12944.400000000001,0.3109704127602581
1.0,6926.67,0.0,6926.67,0.0,0.2757822963594302
1.0,893.57,0.0,893.57,0.0,0.2757822963594302
1.0,480222.51,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,3608.41,0.0,3608.41,0.0,0.2757822963594302
1.0,5946.79,0.0,5946.79,2.2737367544323206e-13,0.2757822963594302
1.0,6099.96,0.0,6099.96,0.0,0.2757822963594302
1.0,372.34,0.0,372.34,0.0,0.2757822963594302
1.0,4635.18,0.0,4635.18,0.0,0.2757822963594302
1.0,1267.97,0.0,1267.97,0.0,0.2757822963594302
1.0,6911.99,0.0,6911.99,-0.009999999776482582,0.2757822963594302
1.0,1795.67,0.0,1795.67,0.0,0.2757822963594302
1.0,3199.06,0.0,3199.06,0.010000000707805157,0.2757822963594302
1.0,10265.17,0.0,10265.17,-0.009999999776482582,0.2757822963594302
1.0,9029.12,0.0,9029.12,-3.637978807091713e-12,0.2757822963594302
1.0,7600.57,0.0,7600.57,0.0,0.2757822963594302
1.0,2057.71,0.0,2057.71,0.0,0.2757822963594302
1.0,3823.08,0.0,3823.08,0.0,0.2757822963594302
1.0,6737.2,0.0,6737.2,-6113.2,0.2757822963594302
1.0,9161.98,0.0,9161.98,4.547473508864641e-13,0.2757822963594302
1.0,1239.06,0.0,1239.06,0.0,0.2757822963594302
1.0,365.0,0.0,365.0,-46.0,0.2757822963594302
1.0,5237.54,0.0,5237.54,0.0,0.2757822963594302
1.0,2618.76,0.0,2618.76,-3.637978807091713e-12,0.2757822963594302
1.0,339.82,0.0,339.82,0.0,0.2757822963594302
1.0,1393.46,0.0,-279819.44625,0.0,0.019481310118105444
1.0,2731.37,0.0,2731.37,1.8189894035458565e-12,0.2757822963594302
1.0,8364.73,0.0,8364.73,-8283.73,0.2757822963594302
1.0,6598.71,0.0,6598.71,0.0,0.2757822963594302
1.0,4304.58,0.0,4304.58,0.0,0.2757822963594302
1.0,2867.14,0.0,2867.14,-1924.1399999999999,0.2757822963594302
1.0,2946.38,0.0,2946.38,-2946.38,0.2757822963594302
1.0,507.12,0.0,507.12,0.0,0.2757822963594302
1.0,3020.86,0.0,3020.86,0.0,0.2757822963594302
1.0,8948.03,0.0,8948.03,-4.547473508864641e-13,0.2757822963594302
1.0,280877.92,0.0,466365.74374999997,-12944.400000000001,0.3109704127602581
1.0,1084.9,0.0,1084.9,0.0,0.2757822963594302
1.0,9456.69,0.0,9456.69,0.0,0.2757822963594302
1.0,5812.36,0.0,5812.36,-2626.95,0.2757822963594302
1.0,157883.07,0.0,-122856.48999999999,-12944.400000000001,0.2927066845245343
1.0,2734.77,0.0,2734.77,0.0,0.2757822963594302
1.0,102153.86,0.0,-20702.630000000005,-12944.400000000001,0.3109704127602581
1.0,584.52,0.0,584.52,0.0,0.2757822963594302
1.0,6113.14,0.0,6113.14,0.0,0.2757822963594302
1.0,369989.2,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,215338.28,0.0,466365.74374999997,-12944.400000000001,0.3109704127602581
1.0,65521.42,0.0,158858.47999999998,-12944.400000000001,0.3109704127602581
1.0,116977.58,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,262392.36,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,51121.05,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,202624.59,0.0,287700.89,-12944.400000000001,0.3109704127602581
1.0,118235.16,0.0,97532.52999999997,-12944.400000000001,0.3109704127602581
1.0,118056.71,0.0,390963.2,-12944.400000000001,0.3109704127602581
1.0,498960.91,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,691738.36,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,58820.08,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,4419.04,0.0,4419.04,0.0,0.2757822963594302
1.0,4270.02,0.0,4270.02,0.0,0.2757822963594302
1.0,3007.83,0.0,3007.83,0.0,0.2757822963594302
1.0,1824.59,0.0,1824.59,0.0,0.2757822963594302
1.0,993.46,0.0,993.46,0.0,0.2757822963594302
1.0,302693.14,0.0,466365.74374999997,-12944.400000000001,0.3109704127602581
1.0,1445.06,0.0,1445.06,0.0,0.2757822963594302
1.0,4059.25,0.0,4059.25,0.0,0.2757822963594302
1.0,3417.18,0.0,3417.18,-3290.43,0.2757822963594302
1.0,3428.95,0.0,-279819.44625,0.0,0.019481310118105444
1.0,5580.98,0.0,5580.98,4.547473508864641e-13,0.2757822963594302
1.0,3455.85,0.0,157662.02000000025,9.237055564881302e-14,0.019481310118105444
1.0,7265.63,0.0,7265.63,0.0,0.2757822963594302
1.0,3852.64,0.0,3852.64,2.3283064365386963e-10,0.2757822963594302
1.0,7870.29,0.0,7870.29,-2.3283064365386963e-10,0.2757822963594302
1.0,12872.92,0.0,64757.92,-1675.92,0.019481310118105444
1.0,6675.34,0.0,6675.34,0.0,0.2757822963594302
1.0,410201.89,0.0,47564.44,-12944.400000000001,0.3109704127602581
1.0,13310.78,0.0,13310.78,-12944.400000000001,0.2757822963594302
1.0,664.35,0.0,664.35,0.0,0.2757822963594302
1.0,2130.3,0.0,2130.3,0.0,0.2757822963594302
1.0,7771.4,0.0,7771.4,1.1368683772161603e-12,0.2757822963594302
1.0,36349.35,0.0,36349.35,-12944.400000000001,0.2757822963594302
1.0,749.34,0.0,749.34,-749.34,0.2757822963594302
1.0,2340.34,0.0,2340.34,-2340.34,0.2757822963594302
1.0,9686.85,0.0,9686.85,-9686.85,0.2757822963594302
1.0,15785.85,0.0,15785.85,-12944.400000000001,0.2757822963594302
1.0,9006.78,0.0,9006.78,-9006.78,0.2757822963594302
1.0,9014.95,0.0,9014.95,-9014.95,0.2757822963594302
1.0,14420.66,0.0,14420.66,-12944.400000000001,0.2757822963594302
1.0,4802.31,0.0,4802.31,-4802.31,0.2757822963594302
1.0,28527.44,0.0,28527.44,-12944.400000000001,0.2757822963594302
1.0,4182.93,0.0,4182.93,-4182.93,0.2757822963594302
1.0,4088.21,0.0,4088.21,-4088.21,0.2757822963594302
1.0,8491.9,0.0,8491.9,-8491.9,0.2757822963594302
1.0,6666.78,0.0,-158090.96,0.0,0.019481310118105444
1.0,6536.86,0.0,6536.86,0.0,0.2757822963594302
1.0,40684.97,0.0,23639.47,-12944.400000000001,0.3109704127602581
1.0,1553.21,0.0,1553.21,0.0,0.2757822963594302
1.0,7344.92,0.0,192776.92,-7344.92,0.019481310118105444
1.0,106267.21,0.0,297508.9,-12944.400000000001,0.3109704127602581
1.0,5491.5,0.0,5491.5,0.0,0.2757822963594302
1.0,3666.42,0.0,3666.42,0.0,0.2757822963594302
1.0,5507.18,0.0,5507.18,0.0,0.2757822963594302
1.0,4565.14,0.0,-279819.44625,0.0,0.019481310118105444
1.0,11348.71,0.0,11348.71,0.0,0.2757822963594302
1.0,123179.97,0.0,92393.56,-12944.400000000001,0.2927066845245343
1.0,7073.6,0.0,7073.6,-7073.6,0.2757822963594302
1.0,2803.83,0.0,2803.83,-2803.83,0.2757822963594302
1.0,106.81,0.0,106.81,-106.81,0.2757822963594302
1.0,6297.71,0.0,6297.71,-5535.71,0.2757822963594302
1.0,2610.01,0.0,2610.01,-0.010000000002037268,0.2757822963594302
1.0,5320.1,0.0,5320.1,0.010000000002037268,0.2757822963594302
1.0,1460.63,0.0,1460.63,-328.6300000000001,0.2757822963594302
1.0,522264.81,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,3584.21,0.0,80154.08000000002,0.0,0.019481310118105444
1.0,3704.97,0.0,3704.97,0.0,0.2757822963594302
1.0,2773.61,0.0,2773.61,0.0,0.2757822963594302
1.0,3896.42,0.0,3896.42,-9.094947017729282e-13,0.2757822963594302
1.0,18781.84,0.0,18781.84,-11119.869999999999,0.2757822963594302
1.0,6660.33,0.0,6660.33,0.0,0.2757822963594302
1.0,26923.42,0.0,130819.38000000002,-12944.400000000001,0.2927066845245343
1.0,53783.57,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,80333.28,0.0,124411.21000000002,-12944.400000000001,0.2927066845245343
1.0,211075.91,0.0,-113797.3500000001,-12944.400000000001,0.2927066845245343
1.0,100677.86,0.0,466365.74374999997,-12944.400000000001,0.2927066845245343
1.0,473499.51,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,1251490.30125,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,1251490.30125,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,1251490.30125,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,314403.14,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,1251490.30125,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,180368.84,0.0,466365.74374999997,-12944.400000000001,0.2927066845245343
1.0,445038.71,0.0,466365.74374999997,-12944.400000000001,0.2927066845245343
1.0,1123206.66,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,996.0,0.0,-279819.44625,0.0,0.019481310118105444
1.0,176334.26,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,161217.61,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,108443.61,0.0,355417.91,-12944.400000000001,0.2927066845245343
1.0,75442.68,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,55536.86,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,438437.09,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,928722.69,0.0,466365.74374999997,-12944.400000000001,0.2927066845245343
1.0,1251490.30125,0.0,466365.74374999997,-12944.400000000001,0.2927066845245343
1.0,1251490.30125,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,1251490.30125,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,983479.66,0.0,466365.74374999997,-12944.400000000001,0.2927066845245343
1.0,635507.97,0.0,-97469.6100000001,-12944.400000000001,0.2927066845245343
1.0,848231.57,0.0,466365.74374999997,-12944.400000000001,0.2927066845245343
1.0,739112.93,0.0,466365.74374999997,-12944.400000000001,0.2927066845245343
1.0,324397.94,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,982862.81,0.0,466365.74374999997,-12944.400000000001,0.2927066845245343
1.0,955855.0,0.0,-279819.44625,-12944.400000000001,0.2927066845245343
1.0,179253.24,0.0,312405.11,-12944.400000000001,0.2927066845245343
1.0,5446.88,0.0,5446.88,-4780.88,0.2757822963594302
1.0,648.64,0.0,648.64,0.0,0.2757822963594302
1.0,8494.71,0.0,8494.71,9.094947017729282e-13,0.2757822963594302
1.0,373068.26,0.0,-279819.44625,-12944.400000000001,0.3109704127602581
1.0,143236.26,0.0,466365.74374999997,-12944.400000000001,0.10105929623767199
1.0,228451.89,0.0,-238426.54000000004,-12944.400000000001,0.10105929623767199
1.0,35902.49,0.0,84905.79000000001,-12944.400000000001,0.10105929623767199
1.0,232953.64,0.0,-111636.24999999977,-12944.400000000001,0.10105929623767199
1.0,65912.95,0.0,146067.03,-12944.400000000001,0.10105929623767199
1.0,193492.68,0.0,466365.74374999997,-12944.400000000001,0.10105929623767199
1.0,60836.64,0.0,199069.1,-12944.400000000001,0.10105929623767199
1.0,62325.15,0.0,466365.74374999997,-12944.400000000001,0.10105929623767199
1.0,349640.51,0.0,-279819.44625,-12944.400000000001,0.10105929623767199
1.0,135324.19,0.0,-279819.44625,-12944.400000000001,0.10105929623767199
1.0,380015.14,0.0,466365.74374999997,-12944.400000000001,0.10105929623767199
